committee_id,committee_name,contributor_occupation,contribution_receipt_date,contribution_receipt_amount,count
C00699090,BETO FOR AMERICA,FACULTY,8/31/19 0:00,50,
C00699090,BETO FOR AMERICA,FACULTY,9/30/19 0:00,100,
C00699090,BETO FOR AMERICA,FACULTY,9/14/19 0:00,50,
C00698258,HICKENLOOPER 2020,FACULTY,3/4/19 0:00,250,
C00693234,"WARREN FOR PRESIDENT, INC.",FACULTY,6/30/19 0:00,515,
C00694455,KAMALA HARRIS FOR THE PEOPLE,FACULTY,3/18/19 0:00,500,
C00659938,FRIENDS OF ANDREW YANG,OTHER,7/26/19 0:00,19.8,
C00659938,FRIENDS OF ANDREW YANG,OTHER,7/31/19 0:00,50,
C00659938,FRIENDS OF ANDREW YANG,OTHER,8/8/19 0:00,10,
C00659938,FRIENDS OF ANDREW YANG,OTHER,8/20/19 0:00,5,
C00659938,FRIENDS OF ANDREW YANG,OTHER,8/25/19 0:00,50,
C00659938,FRIENDS OF ANDREW YANG,OTHER,9/2/19 0:00,13.27,
C00659938,FRIENDS OF ANDREW YANG,OTHER,9/3/19 0:00,5,
C00659938,FRIENDS OF ANDREW YANG,OTHER,9/12/19 0:00,25,
C00659938,FRIENDS OF ANDREW YANG,OTHER,9/25/19 0:00,50,
C00659938,FRIENDS OF ANDREW YANG,OTHER,9/30/19 0:00,25,
C00659938,FRIENDS OF ANDREW YANG,OTHER,9/30/19 0:00,15,
C00659938,FRIENDS OF ANDREW YANG,OTHER,9/30/19 0:00,5,
C00696948,BERNIE 2020,POSTGRAD,8/4/19 0:00,15,
C00696948,BERNIE 2020,POSTGRAD,9/4/19 0:00,15,
C00697441,"PETE FOR AMERICA, INC.",OTHER,4/14/19 0:00,250,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",FACULTY,3/5/19 0:00,2800,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",FACULTY,3/5/19 0:00,2800,
C00696948,BERNIE 2020,OTHER,6/23/19 0:00,50,
C00696948,BERNIE 2020,OTHER,2/19/19 0:00,100,
C00696948,BERNIE 2020,OTHER,2/19/19 0:00,27,
C00696948,BERNIE 2020,OTHER,2/19/19 0:00,27,
C00696948,BERNIE 2020,OTHER,2/19/19 0:00,50,
C00696948,BERNIE 2020,OTHER,2/19/19 0:00,27,
C00696948,BERNIE 2020,OTHER,2/21/19 0:00,100,
C00696948,BERNIE 2020,OTHER,2/22/19 0:00,27,
C00696948,BERNIE 2020,OTHER,2/25/19 0:00,27,
C00696948,BERNIE 2020,OTHER,2/25/19 0:00,100,
C00696948,BERNIE 2020,OTHER,3/5/19 0:00,27,
C00696948,BERNIE 2020,OTHER,3/7/19 0:00,50,
C00696948,BERNIE 2020,OTHER,3/10/19 0:00,27,
C00696948,BERNIE 2020,OTHER,3/14/19 0:00,27,
C00696948,BERNIE 2020,OTHER,3/17/19 0:00,100,
C00696948,BERNIE 2020,OTHER,3/17/19 0:00,50,
C00696948,BERNIE 2020,OTHER,3/18/19 0:00,50,
C00696948,BERNIE 2020,OTHER,3/18/19 0:00,50,
C00696948,BERNIE 2020,OTHER,3/21/19 0:00,27,
C00696948,BERNIE 2020,OTHER,3/25/19 0:00,50,
C00696948,BERNIE 2020,OTHER,3/26/19 0:00,50,
C00696948,BERNIE 2020,OTHER,3/27/19 0:00,27,
C00696948,BERNIE 2020,OTHER,3/28/19 0:00,50,
C00696948,BERNIE 2020,OTHER,3/31/19 0:00,27,
C00696948,BERNIE 2020,OTHER,3/31/19 0:00,27,
C00696948,BERNIE 2020,OTHER,3/31/19 0:00,27,
C00696948,BERNIE 2020,OTHER,3/29/19 0:00,50,
C00696948,BERNIE 2020,OTHER,3/30/19 0:00,27,
C00696948,BERNIE 2020,OTHER,3/30/19 0:00,27,
C00696948,BERNIE 2020,OTHER,3/29/19 0:00,27,
C00696948,BERNIE 2020,OTHER,3/30/19 0:00,27,
C00696948,BERNIE 2020,OTHER,3/30/19 0:00,27,
C00696948,BERNIE 2020,OTHER,3/30/19 0:00,27,
C00696948,BERNIE 2020,OTHER,4/7/19 0:00,27,
C00696948,BERNIE 2020,OTHER,4/9/19 0:00,50,
C00696948,BERNIE 2020,OTHER,4/10/19 0:00,50,
C00696948,BERNIE 2020,OTHER,4/11/19 0:00,27,
C00696948,BERNIE 2020,OTHER,4/14/19 0:00,50,
C00696948,BERNIE 2020,OTHER,4/16/19 0:00,100,
C00696948,BERNIE 2020,OTHER,4/17/19 0:00,27,
C00696948,BERNIE 2020,OTHER,4/17/19 0:00,27,
C00696948,BERNIE 2020,OTHER,4/19/19 0:00,27,
C00696948,BERNIE 2020,OTHER,4/23/19 0:00,50,
C00696948,BERNIE 2020,OTHER,4/24/19 0:00,50,
C00696948,BERNIE 2020,OTHER,4/25/19 0:00,50,
C00696948,BERNIE 2020,OTHER,4/26/19 0:00,50,
C00696948,BERNIE 2020,OTHER,4/28/19 0:00,50,
C00696948,BERNIE 2020,OTHER,4/30/19 0:00,27,
C00696948,BERNIE 2020,OTHER,4/30/19 0:00,27,
C00696948,BERNIE 2020,OTHER,5/6/19 0:00,27,
C00696948,BERNIE 2020,OTHER,5/13/19 0:00,100,
C00696948,BERNIE 2020,OTHER,5/20/19 0:00,50,
C00696948,BERNIE 2020,OTHER,5/23/19 0:00,50,
C00696948,BERNIE 2020,OTHER,5/29/19 0:00,50,
C00696948,BERNIE 2020,OTHER,5/31/19 0:00,50,
C00696948,BERNIE 2020,OTHER,6/4/19 0:00,27,
C00696948,BERNIE 2020,OTHER,6/5/19 0:00,27,
C00696948,BERNIE 2020,OTHER,6/6/19 0:00,27,
C00696948,BERNIE 2020,OTHER,6/7/19 0:00,50,
C00696948,BERNIE 2020,OTHER,6/13/19 0:00,27,
C00696948,BERNIE 2020,OTHER,6/20/19 0:00,100,
C00696948,BERNIE 2020,OTHER,6/23/19 0:00,27,
C00696948,BERNIE 2020,OTHER,6/23/19 0:00,27,
C00696948,BERNIE 2020,OTHER,6/25/19 0:00,27,
C00696948,BERNIE 2020,OTHER,6/27/19 0:00,27,
C00696948,BERNIE 2020,OTHER,6/28/19 0:00,50,
C00696948,BERNIE 2020,OTHER,6/28/19 0:00,27,
C00696948,BERNIE 2020,OTHER,6/29/19 0:00,27,
C00696948,BERNIE 2020,OTHER,7/6/19 0:00,27,
C00696948,BERNIE 2020,OTHER,7/8/19 0:00,100,
C00696948,BERNIE 2020,OTHER,7/15/19 0:00,30.02,
C00696948,BERNIE 2020,OTHER,7/16/19 0:00,27,
C00696948,BERNIE 2020,OTHER,8/6/19 0:00,27,
C00696948,BERNIE 2020,OTHER,7/12/19 0:00,27,
C00696948,BERNIE 2020,OTHER,7/15/19 0:00,50,
C00693234,"WARREN FOR PRESIDENT, INC.",ACADEMIA,7/31/19 0:00,250,
C00693234,"WARREN FOR PRESIDENT, INC.",ACADEMIA,7/15/19 0:00,250,
C00693234,"WARREN FOR PRESIDENT, INC.",ACADEMIA,7/19/19 0:00,100,
C00696948,BERNIE 2020,ACADEMIA,4/19/19 0:00,25,
C00696948,BERNIE 2020,ACADEMIA,5/21/19 0:00,25,
C00696948,BERNIE 2020,ACADEMIA,6/1/19 0:00,27,
C00696948,BERNIE 2020,ACADEMIA,6/19/19 0:00,25,
C00696948,BERNIE 2020,ACADEMIA,6/23/19 0:00,27,
C00696948,BERNIE 2020,ACADEMIA,6/28/19 0:00,27,
C00696948,BERNIE 2020,ACADEMIA,8/31/19 0:00,27,
C00696948,BERNIE 2020,ACADEMIA,9/3/19 0:00,27,
C00696948,BERNIE 2020,ACADEMIA,7/23/19 0:00,27,
C00696948,BERNIE 2020,ACADEMIA,7/27/19 0:00,27,
C00696948,BERNIE 2020,ACADEMIA,8/9/19 0:00,27,
C00696948,BERNIE 2020,ACADEMIA,8/17/19 0:00,50,
C00696948,BERNIE 2020,ACADEMIA,8/19/19 0:00,25,
C00696948,BERNIE 2020,ACADEMIA,9/27/19 0:00,27,
C00696948,BERNIE 2020,ACADEMIA,9/30/19 0:00,27,
C00696948,BERNIE 2020,ACADEMIA,7/19/19 0:00,25,
C00696948,BERNIE 2020,ACADEMIA,7/31/19 0:00,27,
C00696948,BERNIE 2020,ACADEMIA,8/18/19 0:00,27,
C00696948,BERNIE 2020,ACADEMIA,8/9/19 0:00,27,
C00696948,BERNIE 2020,ACADEMIA,9/12/19 0:00,27,
C00696948,BERNIE 2020,ACADEMIA,9/19/19 0:00,25,
C00693234,"WARREN FOR PRESIDENT, INC.",ACADEMIA,9/23/19 0:00,100,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,3/26/19 0:00,100,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,3/28/19 0:00,100,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,3/31/19 0:00,3,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,3/29/19 0:00,3,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,3/29/19 0:00,3,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,7/22/19 0:00,100,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,7/29/19 0:00,3,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,8/29/19 0:00,3,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,9/22/19 0:00,3,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,8/22/19 0:00,3,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,9/29/19 0:00,3,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,7/22/19 0:00,3,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,8/31/19 0:00,100,
C00694455,KAMALA HARRIS FOR THE PEOPLE,ACADEMIA,6/11/19 0:00,250,
C00694455,KAMALA HARRIS FOR THE PEOPLE,ACADEMIA,6/18/19 0:00,250,
C00697441,"PETE FOR AMERICA, INC.",ACADEMIA,6/28/19 0:00,150,
C00696948,BERNIE 2020,ACADEMIA,9/12/19 0:00,27,
C00696948,BERNIE 2020,ACADEMIA,9/8/19 0:00,250,
C00696948,BERNIE 2020,ACADEMIA,8/19/19 0:00,6,
C00696948,BERNIE 2020,ACADEMIA,9/19/19 0:00,6,
C00696948,BERNIE 2020,ACADEMIA,7/30/19 0:00,27,
C00696948,BERNIE 2020,ACADEMIA,8/26/19 0:00,27,
C00696948,BERNIE 2020,ACADEMIA,9/26/19 0:00,50,
C00696948,BERNIE 2020,ACADEMIA,7/29/19 0:00,250,
C00696948,BERNIE 2020,ACADEMIA,7/29/19 0:00,250,
C00696948,BERNIE 2020,ACADEMIA,7/31/19 0:00,250,
C00696948,BERNIE 2020,ACADEMIA,7/15/19 0:00,250,
C00696948,BERNIE 2020,ACADEMIA,7/17/19 0:00,250,
C00696948,BERNIE 2020,ACADEMIA,7/18/19 0:00,250,
C00696948,BERNIE 2020,ACADEMIA,8/28/19 0:00,250,
C00696948,BERNIE 2020,ACADEMIA,9/22/19 0:00,300,
C00696948,BERNIE 2020,ACADEMIA,7/25/19 0:00,250,
C00696948,BERNIE 2020,ACADEMIA,8/16/19 0:00,250,
C00696948,BERNIE 2020,ACADEMIA,7/30/19 0:00,3,
C00693234,"WARREN FOR PRESIDENT, INC.",ACADEMIA,8/26/19 0:00,100,
C00693234,"WARREN FOR PRESIDENT, INC.",ACADEMIA,9/16/19 0:00,50,
C00693234,"WARREN FOR PRESIDENT, INC.",ACADEMIA,9/12/19 0:00,100,
C00697441,"PETE FOR AMERICA, INC.",GRAD STUDENTS,4/4/19 0:00,250,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",MEDICINE/SCIENCE,1/10/19 0:00,25,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",MEDICINE/SCIENCE,1/20/19 0:00,35,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",MEDICINE/SCIENCE,2/20/19 0:00,35,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",MEDICINE/SCIENCE,3/20/19 0:00,35,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",MEDICINE/SCIENCE,4/20/19 0:00,50,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",MEDICINE/SCIENCE,4/20/19 0:00,35,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",MEDICINE/SCIENCE,5/20/19 0:00,35,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",MEDICINE/SCIENCE,6/20/19 0:00,35,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",MEDICINE/SCIENCE,6/5/19 0:00,37.5,
C00706697,DE BLASIO 2020,MEDICINE/SCIENCE,6/19/19 0:00,2800,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,4/9/19 0:00,27,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,4/17/19 0:00,100,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,4/25/19 0:00,27,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,4/26/19 0:00,3,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,4/26/19 0:00,100,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,4/29/19 0:00,3,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,5/14/19 0:00,27,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,5/22/19 0:00,3,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,5/29/19 0:00,3,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,6/23/19 0:00,27,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,6/22/19 0:00,3,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,6/26/19 0:00,100,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,6/29/19 0:00,3,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,6/29/19 0:00,2.7,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,6/30/19 0:00,1,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,6/25/19 0:00,33,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,9/30/19 0:00,71.3,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,7/23/19 0:00,57.86,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,8/2/19 0:00,2.7,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,8/29/19 0:00,50,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,7/31/19 0:00,2.7,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,8/18/19 0:00,27,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,9/18/19 0:00,14,
C00696948,BERNIE 2020,MEDICINE/SCIENCE,9/30/19 0:00,2.7,
C00693234,"WARREN FOR PRESIDENT, INC.",MEDICINE/SCIENCE,8/7/19 0:00,25,
C00693234,"WARREN FOR PRESIDENT, INC.",MEDICINE/SCIENCE,8/19/19 0:00,15,
C00693234,"WARREN FOR PRESIDENT, INC.",MEDICINE/SCIENCE,9/24/19 0:00,28,
C00693234,"WARREN FOR PRESIDENT, INC.",MEDICINE/SCIENCE,7/7/19 0:00,25,
C00693234,"WARREN FOR PRESIDENT, INC.",MEDICINE/SCIENCE,8/27/19 0:00,25,
C00693234,"WARREN FOR PRESIDENT, INC.",MEDICINE/SCIENCE,9/7/19 0:00,25,
C00694455,KAMALA HARRIS FOR THE PEOPLE,ACADEMIA,4/5/19 0:00,1000,
C00694455,KAMALA HARRIS FOR THE PEOPLE,ACADEMIA,6/17/19 0:00,1000,
C00695510,CORY 2020,ACADEMIA,6/28/19 0:00,1300,
C00695510,CORY 2020,ACADEMIA,3/27/19 0:00,1000,
C00697441,"PETE FOR AMERICA, INC.",ACADEMIA,9/15/19 0:00,100,
C00697441,"PETE FOR AMERICA, INC.",ACADEMIA,9/21/19 0:00,100,
C00697441,"PETE FOR AMERICA, INC.",ACADEMIA,9/22/19 0:00,100,
C00697441,"PETE FOR AMERICA, INC.",ACADEMIA,8/14/19 0:00,25,
C00697441,"PETE FOR AMERICA, INC.",ACADEMIA,9/24/19 0:00,25,
C00697441,"PETE FOR AMERICA, INC.",ACADEMIA,9/27/19 0:00,100,
C00697441,"PETE FOR AMERICA, INC.",ACADEMIA,7/31/19 0:00,25,
C00697441,"PETE FOR AMERICA, INC.",ACADEMIA,8/23/19 0:00,25,
C00697441,"PETE FOR AMERICA, INC.",ACADEMIA,9/7/19 0:00,100,
C00697441,"PETE FOR AMERICA, INC.",ACADEMIA,8/9/19 0:00,25,
C00697441,"PETE FOR AMERICA, INC.",ACADEMIA,8/13/19 0:00,25,
C00697441,"PETE FOR AMERICA, INC.",ACADEMIA,9/15/19 0:00,100,
C00697441,"PETE FOR AMERICA, INC.",ACADEMIA,9/30/19 0:00,25,
C00696948,BERNIE 2020,FACULTY,9/18/19 0:00,27,
C00696948,BERNIE 2020,FACULTY,8/31/19 0:00,27,
C00696948,BERNIE 2020,FACULTY,8/18/19 0:00,27,
C00696948,BERNIE 2020,FACULTY,9/30/19 0:00,27,
C00695510,CORY 2020,STUDENT,6/17/19 0:00,250,
C00703975,BIDEN FOR PRESIDENT,STUDENT,9/29/19 0:00,130,
C00703975,BIDEN FOR PRESIDENT,STUDENT,7/28/19 0:00,100,
C00703975,BIDEN FOR PRESIDENT,STUDENT,8/1/19 0:00,50,
C00659938,FRIENDS OF ANDREW YANG,STUDENT,9/30/19 0:00,82.95,
C00696948,BERNIE 2020,TEACHING POSITIONS,3/27/19 0:00,24,
C00696948,BERNIE 2020,TEACHING POSITIONS,3/30/19 0:00,3,
C00697441,"PETE FOR AMERICA, INC.",TEACHING POSITIONS,6/17/19 0:00,200,
C00697441,"PETE FOR AMERICA, INC.",TEACHING POSITIONS,3/23/19 0:00,250,
C00696948,BERNIE 2020,TEACHING POSITIONS,9/19/19 0:00,27,
C00696948,BERNIE 2020,TEACHING POSITIONS,8/13/19 0:00,27,
C00697441,"PETE FOR AMERICA, INC.",TEACHING POSITIONS,8/16/19 0:00,100,
C00693234,"WARREN FOR PRESIDENT, INC.",TEACHING POSITIONS,9/22/19 0:00,250,
C00693234,"WARREN FOR PRESIDENT, INC.",OTHER,7/10/19 0:00,50,
C00693234,"WARREN FOR PRESIDENT, INC.",OTHER,9/30/19 0:00,25,
C00693234,"WARREN FOR PRESIDENT, INC.",OTHER,7/25/19 0:00,50,
C00693234,"WARREN FOR PRESIDENT, INC.",OTHER,9/6/19 0:00,25,
C00693234,"WARREN FOR PRESIDENT, INC.",OTHER,7/19/19 0:00,50,
C00693234,"WARREN FOR PRESIDENT, INC.",OTHER,8/28/19 0:00,50,
C00693234,"WARREN FOR PRESIDENT, INC.",OTHER,9/26/19 0:00,25,
C00694455,KAMALA HARRIS FOR THE PEOPLE,LAW/POLITICS,7/1/19 0:00,13.58,
C00694455,KAMALA HARRIS FOR THE PEOPLE,LAW/POLITICS,7/11/19 0:00,37.1,
C00694455,KAMALA HARRIS FOR THE PEOPLE,LAW/POLITICS,5/25/19 0:00,25,
C00694455,KAMALA HARRIS FOR THE PEOPLE,LAW/POLITICS,6/27/19 0:00,250,
C00695510,CORY 2020,LAW/POLITICS,6/26/19 0:00,25,
C00695510,CORY 2020,LAW/POLITICS,4/26/19 0:00,50,
C00695510,CORY 2020,LAW/POLITICS,5/29/19 0:00,35.6,
C00695510,CORY 2020,LAW/POLITICS,6/16/19 0:00,30,
C00695510,CORY 2020,LAW/POLITICS,4/12/19 0:00,55,
C00695510,CORY 2020,LAW/POLITICS,8/2/19 0:00,25,
C00695510,CORY 2020,LAW/POLITICS,7/31/19 0:00,25,
C00695510,CORY 2020,LAW/POLITICS,8/2/19 0:00,6.85,
C00693234,"WARREN FOR PRESIDENT, INC.",LAW/POLITICS,9/13/19 0:00,15,
C00693234,"WARREN FOR PRESIDENT, INC.",LAW/POLITICS,7/1/19 0:00,28.18,
C00693234,"WARREN FOR PRESIDENT, INC.",LAW/POLITICS,9/23/19 0:00,29.04,
C00693234,"WARREN FOR PRESIDENT, INC.",LAW/POLITICS,8/11/19 0:00,34.58,
C00693234,"WARREN FOR PRESIDENT, INC.",OTHER,9/19/19 0:00,25,
C00693234,"WARREN FOR PRESIDENT, INC.",OTHER,7/19/19 0:00,25,
C00693234,"WARREN FOR PRESIDENT, INC.",OTHER,8/19/19 0:00,25,
C00694018,GILLIBRAND 2020,FACULTY,5/21/19 0:00,500,
